id,Title,Company,Location,Type,Level,YearsExp,Country,Skills
3266,React Native App Developer (Internship),Seuqel Solutions,Downtown,Internship,Student,0-1 Yrs of Exp,Cairo,Startup- Information Technology (IT)- Computer Science- Nodejs- Engineering- Redux- UI- UX- REST- mongodDB- React Native- English
3267,Architectural Draftsman,Egypro FME,Maadi,Full Time,Experienced,2-5 Yrs of Exp,Cairo,AutoCAD- Engineering- Drawing- Architectural- Engineering - Construction/Civil/Architecture- Creative/Design/Art
3268,B2B Sales Executive,Naql Masr,Obour City,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,Logistics- Supply Chain- Sales Skills- Sales Target- B2B- Business Development- Sales/Retail
3269,Steel Structural Engineer - China,Sinoma-cdi,Chengdu,Full Time,Experienced,15-17 Yrs of Exp,China,Civil Engineering- Steel Structure- Structural Engineering- AutoCAD- Design Engineering- Structural Design- English- Project
3270,Senior ASP.Net MVC Developer,3i Vision LTD.,Dokki,Full Time,Experienced,4-6 Yrs of Exp,Giza,ASP.NET- C#- javaScript- Agile- C#.Net- TFS- Programming- Entity Framework- Information Technology (IT)- Computer Science- MVC
3271,Customer Service Officer,SASA,10th of Ramadan City,Full Time,Experienced,2-4 Yrs of Exp,Cairo,Customer Care- Customer Support- Microsoft Office- Communication Skills- Customer Service/Support
3272,Installation Engineer,Alpha Trade,Dokki,Full Time,Entry Level,0-1 Yrs of Exp,Giza,Mechatronics- Electrical Engineering- Mechanical Engineering- CNC- Arduino- Classic Control- Ladder Diagrams
3273,Sales Accountant - Kafr Alsheikh,EGIC,Kafr Alsheikh,Full Time,Entry Level,0-3 Yrs of Exp,Egypt,Finance- Sales Accounting- Commerce- Budget- Reporting- Sales Skills- Sales Target- Customer Service- Communication
3274,Sales Representative,Golden AR,10th of Ramadan City,Full Time,Entry Level,1+ Yrs of Exp,Sharqia,Sales Target- Customer Service- Medical- Microsoft Office- English- Computer Skills- Medical/Healthcare- Sales/Retail
3275,Sales Accountant - Ismailia,EGIC,Ismailia,Full Time,Entry Level,0-3 Yrs of Exp,Egypt,Finance- Sales Accounting- Commerce- Budget- Reporting- Accounting/Finance
3276,General Accountant,Keys Group Services,Maadi,Full Time,Experienced,3-5 Yrs of Exp,Cairo,Accounting- Finance- Taxing- GL- English- Commerce- GL Accountant- Financial Analysis- Financial Management- WHT- VAT
3277,Sales Accountant - Gharbia,EGIC,Gharbia,Full Time,Entry Level,0-3 Yrs of Exp,Egypt,Finance- Sales Accounting- Commerce- Budget- Reporting- Accounting/Finance
3278,Logistics Sales Manager,Confidential,Alexandria,Full Time,Manager,8-12 Yrs of Exp,Egypt,Logistics- Supply Chain- Management- Logistic Sales Manager- Sales Target- Logistics/Supply Chain- Sales/Retail
3279,Junior Techno Commercial Engineer,International co for Electrical & Electronic Industries Electro George,Cairo,Full Time,Experienced,2-3 Yrs of Exp,Egypt,English- Computer skills- ABB- Switchgear- AutoCAD- Microsoft Office- Engineering - Mechanical/Electrical
3280,Senior Techno Commercial Engineer,International co for Electrical & Electronic Industries Electro George,Cairo,Full Time,Experienced,5-9 Yrs of Exp,Egypt,Project Management- English- AutoCAD- Commercial- RFQ- RFI- Microsoft Office- Switchgear- Sales- Pricing
3281,Business Development Specialist,MTS Logistics,Cairo,Full Time,Experienced,2+ Yrs of Exp,Egypt,Sales Skills- Logistics- Sales Target- Arabic- English- Fright Forwarding- MS Office- Business Development- Sales/Retail
3282,Credit Control Specialist,MTS Logistics,Cairo,Full Time,Experienced,3-6 Yrs of Exp,Egypt,Accounting- Credit Control- Microsoft Office- Accounting/Finance
3283,Sales Accountant - Damietta,EGIC,Damietta,Full Time,Entry Level,0-3 Yrs of Exp,Egypt,Finance- Sales Accounting- Commerce- Budget- Reporting- Accounting/Finance
3284,Sales Accountant - Dakahlia,EGIC,Dakahlia,Full Time,Entry Level,0-3 Yrs of Exp,Egypt,Finance- Sales Accounting- Commerce- Budget- Reporting- Accounting/Finance
3285,Senior Sales Representative Real Estate,Next Home For Real Estate,New Cairo,Full Time,Experienced,2-5 Yrs of Exp,Cairo,Females Preferred- Real Estate- Sales Target- Communication Skills- Presentation Skills- Negotiation Skills- Sales Skills- broker
3286,IT Manager,Ameco Medical Industries,10th of Ramadan City,Full Time,Manager,8+ Yrs of Exp,Sharqia,Software Development- Software Engineering- Computer Science- Manufacturing- ERP- CRM- Infrastructure- SCM- Medical
3287,Junior Legal Advisor,Alumil,Heliopolis,Full Time,Entry Level,1+ Yrs of Exp,Cairo,Law- Legal- Governmental Affairs- English- Legal
3288,Fulfillment Point Manager,Breadfast,Cairo,Full Time,Manager,3+ Yrs of Exp,Egypt,Hub- Fulfillment Center- Inventory- Operations- Logistics- Supply Chain- Order fulfillment- Management- Leadership- Communication
3289,Sales Accountant - Beheira,EGIC,Beheira,Full Time,Entry Level,0-3 Yrs of Exp,Egypt,Finance- Sales Accounting- Commerce- Budget- Reporting- Accounting/Finance
3290,Business Analyst,Brandshub.co,Mohandessin,Full Time,Entry Level,1-3 Yrs of Exp,Giza,Economics- Business Administration- Statistics- English- Excel- Business Development- Pricing- Sales- Business Development
3291,Senior Software Developer (.Net Core + React JS),CrossWorkers,Cairo,Full Time,Experienced,3+ Yrs of Exp,Egypt,Information Technology (IT)- Computer Science- Software Development- HTML- Full Stack- Software Engineering- C#- SQL- ReactJS
3292,Sales Accountant - Suez,EGIC,Suez,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,Finance- Sales Accounting- Commerce- Budget- Reporting- Accounting/Finance
3293,Accountant - Alexandria,Egaz,Alexandria,Full Time,Experienced,5+ Yrs of Exp,Egypt,Accounting- Finance- Financial Analysis- Financial Management- Microsoft Office- Excel- Pharmaceutical- Word- Accounting/Finance
3294,Executive Secretary / Pharmaceutical Industry -...,Egaz,Alexandria,Full Time,Experienced,10+ Yrs of Exp,Egypt,Administration- Office Management- ICDL- E-marketing- English- Pharmaceutical- Administration
3295,Operations Manager - Alexandria,Egaz,Alexandria,Full Time,Manager,5+ Yrs of Exp,Egypt,Operations- Management- Logistics- E-marketing- English- Export- Commerce- Import- Microsoft Office- Operations/Management
3296,University Registration Manager,Sinai University,Qantarah Sharq,Full Time,Manager,7+ Yrs of Exp,Ismailia,Admission- Registration- Administration- Administration- Education/Teaching
3297,B2B SaaS Growth Hacker,Appgain,Dokki,Full Time,Experienced,3+ Yrs of Exp,Giza,Social Media- E-marketing- SEO- SEM- PPC- Digital Marketing- Google Analytics- Growth Hacking- English- Data Analytics
3298,Sales Accountant - Sharqia,EGIC,Sharqia,Full Time,Entry Level,0-3 Yrs of Exp,Egypt,Finance- Sales Accounting- Commerce- Budget- Reporting- Accounting/Finance
3299,Sales Accountant - Qalubia,EGIC,Qalubia,Full Time,Entry Level,0-3 Yrs of Exp,Egypt,Finance- Sales Accounting- Commerce- Budget- Reporting- Accounting/Finance
3300,NopCommerce Web Application Support Engineer,Crystal Mind,Nasr City,Full Time,Experienced,4-6 Yrs of Exp,Cairo,Customer Support- Information Systems- E-Commerce- English- Application Support- Information Technology (IT)- Computer Science
3301,Sales Engineer - Heliopolis,Alumil,Heliopolis,Full Time,Entry Level,1+ Yrs of Exp,Cairo,Solar Energy- Engineering- Sales Skills- Client Relationships- Solar Sales- Account Management- Customer Service- Customer Care
3302,Architectural Engineer - Interior Design,Signtech Communications S.A.E,Nasr City,Full Time,Experienced,3-4 Yrs of Exp,Cairo,Engineering- AutoCAD- 3D Max- Sketchup- Decor- Interior Design- Engineering - Construction/Civil/Architecture- Creative/Design/Art
3303,Sales Accountant - Monufya,EGIC,Monufya,Full Time,Entry Level,0-3 Yrs of Exp,Egypt,Finance- Sales Accounting- Commerce- Budget- Reporting- Accounting/Finance
3304,Front Desk Coordinator,Dawi Clinics,Helwan,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,Administration- Customer Service- Microsoft Office- Communication Skills- Office Management- Front Desk- MS Office- Sales Skills
3305,Material Planning Specialist/Engineer,Masria Digital Payment (MDP),10th of Ramadan City,Full Time,Entry Level,1-3 Yrs of Exp,Sharqia,Material- Industrial- Planning- Supply Chain- Logistics- SAP- Logistics/Supply Chain- Purchasing/Procurement
3306,Mechanical Material Planning Engineer,Chint Egemac,6th of October,Full Time,Entry Level,1-3 Yrs of Exp,Giza,Mechanical Engineering- SAP- Design- Production- Mechanical Raw Material- Raw Material Planning- Metal Drawings- English- Busbar
3307,Sales Accountant - Alexandria,EGIC,Agami,Full Time,Entry Level,1-3 Yrs of Exp,Alexandria,Males Only- Finance- Sales Accounting- Commerce- Budget- Reporting- Accounting/Finance
3308,Accountant,Signtech Communications S.A.E,Nasr City,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,Finance- Accounting- Financial Analysis- Financial Management- Accounting/Finance
3309,Medical Representative (Maadi & Helwan),So Value Pharma,Cairo,Full Time,Entry Level,1+ Yrs of Exp,Egypt,Sales Skills- Sales Target- Customer Service- Customer Care- Customer Support- Pharmacy- Pharmaceutical- Science- Medical Sales
3310,Clinical Sales Manager,CMR Egypt,Maadi,Full Time,Manager,5-8 Yrs of Exp,Cairo,Sales Skills- Medical Sales- English- Clinical Sales- Medical/Healthcare- Sales/Retail
3311,Receptionist,Mazaya,New Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,Administration- Office Management- Microsoft Office- Front Office- Secretary- English- Administration
3312,Admin Coordinator - Alexandria,Shamy Stores,Sidi Gaber,Full Time,Experienced,2-2 Yrs of Exp,Alexandria,Administration- Excel- Communication- Office Admin- Microsoft Office- Office Management- MS Office- Emails- MS- Administration
3313,Full-Stack WordPress Developer,Confidential,Heliopolis,Full Time,Experienced,3-5 Yrs of Exp,Cairo,Information Technology (IT)- Computer Science- PHP- WordPress- JQuery- English- javaScript- HTML5- CSS3- Front-End
3314,Marketing Technology Specialist,Confidential,Maadi,Full Time,Entry Level,1+ Yrs of Exp,Cairo,Computer Science- Telecom Engineering- CRM- PHP- HTML- SQL- ERP- E-marketing- Social Media- REST- JavaScript- SOAP- Python
3315,Graphic Designer,ExaServe LLC,Nasr City,Full Time,Experienced,2-4 Yrs of Exp,Cairo,Graphic Design- Adobe Illustrator- Adobe Photoshop- InDesign- Creative/Design/Art
3316,Security & Safety Supervisor,The International School of Elite Education,New Cairo,Full Time,Experienced,2+ Yrs of Exp,Cairo,English- Security- Safety- Administration- Administration- Other
3317,Project Sales Engineer,SOS HR Solutions,Obour City,Full Time,Experienced,3-5 Yrs of Exp,Cairo,Industrial Engineering- Industrial Refrigeration- Sales Skills- English- Arabic- Sales/Retail
3318,Senior Accountant (Banks & Cash),Transmar International,New Cairo,Full Time,Work From Home,3-5 Yrs of Exp,Cairo,MS Excel- Accounting- Finance- Financial Analysis- Banking- Accounts Payable- Accounts Receivable- Accounting/Finance
3319,Content Creator (Arabic),Izam- inc.,Mohandessin,Full Time,Entry Level,1-3 Yrs of Exp,Giza,SEO- ERP- Marketing- Social Media- English- Arabic- Content Writing- Microsoft Office- Translation- Writing/Editorial
3320,Social Media Manager,Profolio Consulting,Maadi,Full Time,Manager,5-6 Yrs of Exp,Cairo,Digital Marketing- Content Writing- Copywriting- B2B- Adobe Creative Suite- Demand Generation Marketing- Inbound Marketing- Blogging
3321,Customer Acquisition Specialist,Confidential,Maadi,Full Time,Part Time,0-1 Yrs of Exp,Cairo,3 Vacancies- Females Only- Communication Skills- Customer Acquisition- Voiceover- Voice-over- Operations/Management- Sales/Retail
3322,Graphic Designer,Profolio Consulting,Maadi,Full Time,Experienced,2-3 Yrs of Exp,Cairo,Adobe Photoshop- Adobe Illustrator- Marketing- Adobe Creative Suite- Animation- Designer- Videography- SaaS- Creative/Design/Art
3323,Account Manager (Recruitment Background),Izam- inc.,Mohandessin,Full Time,Experienced,2-4 Yrs of Exp,Giza,Recruitment- English- Sourcing- Screening- Customer Service- Customer Service/Support- Human Resources
3324,Director Executive Assistant,Confidential,Alexandria,Full Time,Experienced,2+ Yrs of Exp,Egypt,Administration- Admin Assist- Assistant- Executive Secretary- Arabic- English- Administration
3325,Electrical Technical Office Engineer,E&Power,6th of October,Full Time,Entry Level,1-3 Yrs of Exp,Giza,Electrical Engineering- AutoCAD 2D- Microsoft Office- Management- Contracting- Engineering - Mechanical/Electrical
3326,Digital Marketing Intern,Appgain,Dokki,Internship,Entry Level,0-1 Yrs of Exp,Giza,Google Analytics- Digital Marketing- SMM- SEO- Google Adwords- Social Media- English- Market Research- Marketing/PR/Advertising
3327,Senior Devops Engineer,Profolio Consulting,Maadi,Full Time,Experienced,2-3 Yrs of Exp,Cairo,Information Technology (IT)- DevOps- Software Engineering- Development- Cloud Systems- Networking- IT/Software Development
3328,ERP Software Implementer,Izam- inc.,Mohandessin,Full Time,Experienced,3-5 Yrs of Exp,Giza,Accounting- Information Technology (IT)- Computer Science- English- ERP Implementation- Typing- Technical Support
3329,Business Development Manager (Steel Or...,Confidential,Dokki,Full Time,Manager,15+ Yrs of Exp,Giza,Business Development- Sales Skills- Engineering- Construction- Building Material- Export Engineer- Steel PEB- Steel Structure- Arabic
3330,Social Media Marketing Specialist,Itroots,Mansoura,Full Time,Entry Level,1-2 Yrs of Exp,Dakahlia,E-marketing- Digital Marketing- English- Graphic Design- Campaigns- Ads- Microsoft Office- contact mangment- Editing
3331,Senior AP Accountant,Transmar International,New Cairo,Full Time,Experienced,3-5 Yrs of Exp,Cairo,AP- Accounts Payable- Finance- Financial Analysis- CMA- English- Shipping- Stevedoring- Accounting/Finance
3332,Accountant,Chint Egemac,6th of October,Full Time,Entry Level,0-2 Yrs of Exp,Giza,Accounting- Financial Analysis- Financial Management- Manufacturing- English- Accounting/Finance
3333,Network Engineer,Eva Pharma,Haram,Full Time,Entry Level,0-3 Yrs of Exp,Giza,Computer Science- Networking- Information Technology (IT)- Engineering- English- Implementation- IS- IT/Software Development
3334,Customer Service Agent,Royal Herbs,Giza,Full Time,Experienced,2-3 Yrs of Exp,Egypt,Customer Support- Customer Care- Customer Service/Support
3335,Senior Creative UI/UX Designer,Kick Start Interactive,Dokki,Full Time,Freelance / Project,5+ Yrs of Exp,Giza,Information Technology (IT)- Computer Science- Computer Engineering- Software Development- Web Development- Web Design- UI
3336,Senior Java Developer,DMS,Heliopolis,Full Time,Experienced,3+ Yrs of Exp,Cairo,Computer Science- Computer Engineering- ITI- JSF- J2EE- SE- JPA- EJB- Hibernate- Glassfish- Tomcat- Weblogic- Oracle- SVN
3337,Marketing Head - E-Commerce,Arma,Heliopolis,Full Time,Manager,5-7 Yrs of Exp,Cairo,Social Media- Business Administration- MBA- Aviation- Management- E-Commerce- E-marketing- Operations/Management
3338,Customer Service Manager,Confidential,Maadi,Full Time,Manager,5+ Yrs of Exp,Cairo,Management- Customer Service- Customer Care- Microsoft Office- Communication Skills- Business Administration- Customer Service/Support
3339,Warehouse Admin - Dakahlia,Arma,Dakahlia,Full Time,Experienced,2-3 Yrs of Exp,Egypt,Administration- Logistics- Transport- Distribution- AQF- Administration- Logistics/Supply Chain
3340,Retail Sales Representative - Beheira,EGIC,Beheira,Full Time,Entry Level,0-2 Yrs of Exp,Egypt,Sales Skills- Sales Target- Customer Services- Customer Care- Retail- Collection- Distribution- Selling Skills- Negotiation Skills
3341,Accounts Receivable Accountant,QuadraTech for Information Technology,Katameya,Full Time,Experienced,3-5 Yrs of Exp,Cairo,Accounting- Microsoft Office- Finance- Accounts Receivable- Financial Analysis- Microsoft Excel- Reporting- Computer Skills- English
3342,Retail Sales Representative - Dakahlia,EGIC,Dakahlia,Full Time,Entry Level,0-2 Yrs of Exp,Egypt,Sales Skills- Sales Target- Customer Services- Customer Care- Retail- Collection- Distribution- Selling Skills- Negotiation Skills
3343,Procurement Planner,LG Electronics,10th of Ramadan City,Full Time,Entry Level,1-3 Yrs of Exp,Sharqia,SCM- Supply Chain- Engineering- CPIM- Planning- English- Computer Skills- Microsoft Office- Logistics/Supply Chain
3344,Senior Front-End Developer,Glamera,Nasr City,Full Time,Experienced,3-7 Yrs of Exp,Cairo,Information Technology (IT)- Computer Science- Software Development- javaScript- HTML5- Front-End- CSS3- jQuery- OOP- AJAX
3345,IT Manager,Confidential,Alexandria,Full Time,Manager,3-5 Yrs of Exp,Egypt,Computer Science- Software Development- Configuration- Programming- Communication- Software Engineering- Project Management
3346,Retail Sales Representative - Damietta,EGIC,Damietta,Full Time,Entry Level,0-2 Yrs of Exp,Egypt,Sales Skills- Sales Target- Customer Services- Customer Care- Retail- Collection- Distribution- Selling Skills- Negotiation Skills
3347,Retail Sales Representative - KafrAlsheikh,EGIC,Kafr Alsheikh,Full Time,Entry Level,0-2 Yrs of Exp,Egypt,Sales Skills- Sales Target- Customer Services- Customer Care- Retail- Collection- Distribution- Selling Skills- Negotiation Skills
3348,Retail Sales Representative - Gharbia,EGIC,Gharbia,Full Time,Entry Level,0-2 Yrs of Exp,Egypt,Sales Skills- Sales Target- Customer Services- Customer Care- Retail- Collection- Distribution- Customer Service/Support
